Site_Number,Sampling_Area,Notes,Cover_Type,Cover_Class_Name,Cover_Percent
1317,UPTA: Taylor River Road Lower,Voucher ID: 9055,Live Vegetation - Named Species,Poaceae-Deschampsia cespitosa,20
1317,UPTA: Taylor River Road Lower,Voucher ID: 9056,Live Vegetation - Named Species,Cyperaceae-Carex macloviana,15
1317,UPTA: Taylor River Road Lower,"cover percentage for potentilla gracilis initially missing, filled with 15% difference between PV cover and species/ft.",Live Vegetation - Named Species,Rosaceae-Potentilla gracilis,15
1317,UPTA: Taylor River Road Lower,"cover percentage for potentilla gracilis initially missing, filled with 15% difference between PV cover and species/ft.",Live Vegetation - Other Species,Other Forb ,5
1317,UPTA: Taylor River Road Lower,"cover percentage for potentilla gracilis initially missing, filled with 15% difference between PV cover and species/ft.",Live Vegetation - Other Species,Other Graminoid ,15
1317,UPTA: Taylor River Road Lower,"cover percentage for potentilla gracilis initially missing, filled with 15% difference between PV cover and species/ft.",Other Cover Types,Non-Photosynthetic Vegetation,30
1318,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,25
1318,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Orobanchaceae-Castilleja septentrionalis,10
1318,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,10
1318,UPTA: Taylor River Road Lower,Voucher ID: 9039,Live Vegetation - Named Species,Fabaceae-Oxytropis deflexa,15
1318,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,5
1318,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Graminoid ,10
1318,UPTA: Taylor River Road Lower,NA,Other Cover Types,Nonvegetated Dirt ,5
1318,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1319,UPTA: Taylor River Road Lower,"cover for unknown 9052 initially missing, filled with 30% from difference between PV cover and species/FT cover.",Live Vegetation - Named Species,Polygonaceae-Rumex densiflorus,20
1319,UPTA: Taylor River Road Lower,"cover for unknown 9052 initially missing, filled with 30% from difference between PV cover and species/FT cover.",Live Vegetation - Named Species,Rosaceae-Dasiphora fruticosa,25
1319,UPTA: Taylor River Road Lower,Voucher ID: 9052,Live Vegetation - Named Species,Poaceae-Elymus glaucus,30
1319,UPTA: Taylor River Road Lower,"cover for unknown 9052 initially missing, filled with 30% from difference between PV cover and species/FT cover.",Live Vegetation - Other Species,Other Forb ,5
1319,UPTA: Taylor River Road Lower,"cover for unknown 9052 initially missing, filled with 30% from difference between PV cover and species/FT cover.",Other Cover Types,Non-Photosynthetic Vegetation,20
1320,UPTA: Rocky Brook,Voucher ID: 9057,Live Vegetation - Named Species,Asteraceae-Antennaria corymbosa,45
1320,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Asteraceae-Agoseris glauca,15
1320,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,15
1320,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,5
1320,UPTA: Rocky Brook,NA,Other Cover Types,Nonvegetated Dirt ,15
1320,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1321,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Asteraceae-Achillea millefolium,30
1321,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,20
1321,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,10
1321,UPTA: Rocky Brook,NA,Other Cover Types,Nonvegetated Dirt ,30
1321,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1322,UPTA: Rocky Brook,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo.",Live Vegetation - Named Species,Asteraceae-Achillea millefolium,10
1322,UPTA: Rocky Brook,Voucher ID: 9070,Live Vegetation - Named Species,Rosaceae-Fragaria virginiana,55
1322,UPTA: Rocky Brook,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo.",Live Vegetation - Other Species,Other Forb ,15
1322,UPTA: Rocky Brook,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo.",Live Vegetation - Other Species,Other Deciduous Shrub ,5
1322,UPTA: Rocky Brook,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo.",Live Vegetation - Other Species,Other Graminoid ,10
1322,UPTA: Rocky Brook,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,5
1323,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Poaceae-Deschampsia cespitosa,65
1323,UPTA: Rocky Brook,Voucher ID: 9059,Live Vegetation - Named Species,Cyperaceae-Carex aquatilis,10
1323,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,15
1323,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1324,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Rosaceae-Fragaria virginiana,35
1324,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Asteraceae-Agoseris glauca,10
1324,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,25
1324,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,10
1324,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1325,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Asteraceae-Achillea millefolium,15
1325,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,40
1325,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,10
1325,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,10
1325,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1326,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Rosaceae-Dasiphora fruticosa,30
1326,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,25
1326,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,5
1326,UPTA: Rocky Brook,NA,Other Cover Types,Nonvegetated Dirt ,20
1326,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1327,UPTA: Rocky Brook,Voucher ID: 9058,Live Vegetation - Named Species,Salicaceae-Salix wolfii,25
1327,UPTA: Rocky Brook,Voucher ID: 9069,Live Vegetation - Named Species,Cyperaceae-Carex aquatilis,15
1327,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,45
1327,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,5
1327,UPTA: Rocky Brook,NA,Other Cover Types,Nonvegetated Dirt ,5
1327,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1328,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Asteraceae-Achillea millefolium,75
1328,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,10
1328,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,10
1328,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1329,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,70
1329,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,20
1329,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1330,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Asteraceae-Agoseris glauca,10
1330,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,20
1330,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,45
1330,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,20
1330,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1331,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Asteraceae-Cirsium scariosum,15
1331,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,10
1331,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,60
1331,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,5
1331,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1332,UPTA: Rocky Brook,Voucher ID: 9054,Live Vegetation - Named Species,Cyperaceae-Carex aquatilis,40
1332,UPTA: Rocky Brook,Voucher ID: 9057,Live Vegetation - Named Species,Asteraceae-Antennaria corymbosa,15
1332,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Ranunculaceae-Caltha leptosepala,10
1332,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,15
1332,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,5
1332,UPTA: Rocky Brook,NA,Other Cover Types,Nonvegetated Dirt ,5
1332,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1333,UPTA: Rocky Brook,Voucher ID: 9054,Live Vegetation - Named Species,Cyperaceae-Carex aquatilis,60
1333,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,10
1333,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,5
1333,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1334,UPTA: Rocky Brook,Voucher ID: 9068,Live Vegetation - Named Species,Juncaceae-Juncus cf. drummondii,45
1334,UPTA: Rocky Brook,"High-NDVI outlier, boosted PV cover by 20% after reviewing photo.",Live Vegetation - Named Species,Ranunculaceae-Caltha leptosepala,25
1334,UPTA: Rocky Brook,"High-NDVI outlier, boosted PV cover by 20% after reviewing photo.",Live Vegetation - Other Species,Other Forb ,10
1334,UPTA: Rocky Brook,"High-NDVI outlier, boosted PV cover by 20% after reviewing photo.",Live Vegetation - Other Species,Other Graminoid ,5
1334,UPTA: Rocky Brook,"High-NDVI outlier, boosted PV cover by 20% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,15
1335,UPTA: Rocky Brook,Voucher ID: 9054,Live Vegetation - Named Species,Cyperaceae-Carex aquatilis,70
1335,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,5
1335,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1336,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Rosaceae-Potentilla gracilis,10
1336,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,70
1336,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,10
1336,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Moss/Lichen,5
1336,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1337,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Polygonaceae-Rumex densiflorus,50
1337,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,40
1337,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,5
1337,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1338,UPTA: Rocky Brook,Replaced text unknown with correct taxon label.,Live Vegetation - Named Species,Rosaceae-Sibbaldia procumbens,35
1338,UPTA: Rocky Brook,Replaced text unknown with correct taxon label.,Live Vegetation - Other Species,Other Forb ,45
1338,UPTA: Rocky Brook,Replaced text unknown with correct taxon label.,Live Vegetation - Other Species,Other Graminoid ,5
1338,UPTA: Rocky Brook,Replaced text unknown with correct taxon label.,Other Cover Types,Nonvegetated Dirt ,5
1338,UPTA: Rocky Brook,Replaced text unknown with correct taxon label.,Other Cover Types,Non-Photosynthetic Vegetation,10
1339,UPTA: Rocky Brook,Voucher ID: 9067,Live Vegetation - Named Species,Fabaceae-Oxytropis deflexa,20
1339,UPTA: Rocky Brook,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,25
1339,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Forb ,15
1339,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1339,UPTA: Rocky Brook,NA,Live Vegetation - Other Species,Other Graminoid ,5
1339,UPTA: Rocky Brook,NA,Other Cover Types,Non-Photosynthetic Vegetation,30
1340,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,15
1340,UPTA: Taylor River Road Upper,Voucher ID: 9066,Live Vegetation - Named Species,Fabaceae-Astragalus alpinus,15
1340,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Forb ,10
1340,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Graminoid ,5
1340,UPTA: Taylor River Road Upper,NA,Other Cover Types,Nonvegetated Rock,5
1340,UPTA: Taylor River Road Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,50
1341,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Asteraceae-Taraxacum officinale,15
1341,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,15
1341,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Apiaceae-Cymopterus lemmonii,10
1341,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Fragaria virginiana,10
1341,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Forb ,15
1341,UPTA: Taylor River Road Upper,NA,Other Cover Types,Nonvegetated Dirt ,30
1341,UPTA: Taylor River Road Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1342,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,15
1342,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Asteraceae-Antennaria rosea,10
1342,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Asteraceae-Solidago multiradiata,10
1342,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Dasiphora fruticosa,10
1342,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Melanthiaceae-Anticlea elegans,10
1342,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Forb ,5
1342,UPTA: Taylor River Road Upper,NA,Other Cover Types,Nonvegetated Dirt ,30
1342,UPTA: Taylor River Road Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1343,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,25
1343,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,25
1343,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Forb ,5
1343,UPTA: Taylor River Road Upper,NA,Other Cover Types,Nonvegetated Dirt ,30
1343,UPTA: Taylor River Road Upper,NA,Other Cover Types,Nonvegetated Rock,5
1343,UPTA: Taylor River Road Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1344,UPTA: Taylor River Road Upper,"species/ft initially summed less than PV, boosted other forb by 15% after reviewing photo.",Live Vegetation - Named Species,Asteraceae-Taraxacum officinale,20
1344,UPTA: Taylor River Road Upper,"species/ft initially summed less than PV, boosted other forb by 15% after reviewing photo.",Live Vegetation - Named Species,Fabaceae-Trifolium pratense,20
1344,UPTA: Taylor River Road Upper,"species/ft initially summed less than PV, boosted other forb by 15% after reviewing photo.",Live Vegetation - Named Species,Rosaceae-Fragaria virginiana,10
1344,UPTA: Taylor River Road Upper,"species/ft initially summed less than PV, boosted other forb by 15% after reviewing photo.",Live Vegetation - Named Species,Asteraceae-Solidago multiradiata,10
1344,UPTA: Taylor River Road Upper,"species/ft initially summed less than PV, boosted other forb by 15% after reviewing photo.",Live Vegetation - Other Species,Other Forb ,20
1344,UPTA: Taylor River Road Upper,"species/ft initially summed less than PV, boosted other forb by 15% after reviewing photo.",Live Vegetation - Other Species,Other Graminoid ,10
1344,UPTA: Taylor River Road Upper,"species/ft initially summed less than PV, boosted other forb by 15% after reviewing photo.",Other Cover Types,Nonvegetated Dirt ,5
1344,UPTA: Taylor River Road Upper,"species/ft initially summed less than PV, boosted other forb by 15% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,5
1345,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Asteraceae-Taraxacum officinale,35
1345,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,10
1345,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Dasiphora fruticosa,10
1345,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Forb ,10
1345,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Graminoid ,5
1345,UPTA: Taylor River Road Upper,NA,Other Cover Types,Nonvegetated Dirt ,25
1345,UPTA: Taylor River Road Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1346,UPTA: Taylor River Road Upper,"Species/FT initially did not sum to equal PV cover, boosted other forb by 5% after reviewing plot photo.",Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,35
1346,UPTA: Taylor River Road Upper,"Species/FT initially did not sum to equal PV cover, boosted other forb by 5% after reviewing plot photo.",Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,10
1346,UPTA: Taylor River Road Upper,Voucher ID: 9071,Live Vegetation - Named Species,Cyperaceae-Carex geyeri,25
1346,UPTA: Taylor River Road Upper,"Species/FT initially did not sum to equal PV cover, boosted other forb by 5% after reviewing plot photo.",Live Vegetation - Other Species,Other Forb ,10
1346,UPTA: Taylor River Road Upper,"Species/FT initially did not sum to equal PV cover, boosted other forb by 5% after reviewing plot photo.",Other Cover Types,Non-Photosynthetic Vegetation,20
1347,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,25
1347,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,10
1347,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Forb ,10
1347,UPTA: Taylor River Road Upper,NA,Other Cover Types,Nonvegetated Dirt ,20
1347,UPTA: Taylor River Road Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,35
1348,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,80
1348,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Forb ,5
1348,UPTA: Taylor River Road Upper,NA,Other Cover Types,Nonvegetated Dirt ,5
1348,UPTA: Taylor River Road Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1349,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Asteraceae-Taraxacum officinale,40
1349,UPTA: Taylor River Road Upper,NA,Live Vegetation - Other Species,Other Forb ,50
1349,UPTA: Taylor River Road Upper,NA,Other Cover Types,Nonvegetated Dirt ,5
1349,UPTA: Taylor River Road Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1350,UPTA: Taylor River Road Upper,NA,Live Vegetation - Named Species,Gentianaceae-Frasera speciosa,30
